player_name,unique_id,age,overall_score,height,weight,preferred_foot,best_position,player_value,weekly_wage,crossing,finishing,heading_accuracy,short_passing,volley,dribbling,curves,free_kick_accuracy,long_pass,ball_control,acceleration,sprint_speed,agility,reaction,balance,shot_power,jumping,stamina,strength,long_shot,aggression,interception,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,weak_foot,skill_moves,attacking_work_rate,defensive_work_rate,pace,shooting,passing,dribble,defense,physical
Toni Martínez,234826,22,75,"6'2""",185lbs,Right,ST,$11.3M,$14K,46,76,73,66,73,69,56,31,43,74,64,69,67,76,54,78,71,73,78,68,69,23,76,64,64,65,20,14,23,3 ★,3★,High,Medium,67,74,56,70,24,75
M. Olivera,240716,21,76,"6'0""",172lbs,Left,LB,$11.3M,$16K,71,49,71,68,38,70,67,41,60,72,78,83,68,78,51,56,76,79,76,48,79,75,63,60,42,70,72,76,75,3 ★,3★,High,Medium,81,50,64,70,74,77
J. Locadia,204366,25,76,"6'1""",192lbs,Right,ST,$11.3M,$11K,72,74,66,71,70,74,65,74,70,74,70,75,66,74,63,84,59,66,78,71,74,37,71,69,69,76,29,34,31,4 ★,3★,High,Medium,73,75,71,73,36,73
Diogo Dalot,234574,20,75,"6'0""",168lbs,Right,RB,$11.3M,$61K,78,52,69,75,44,78,76,44,60,75,78,80,73,75,72,78,84,74,74,64,80,75,70,68,43,75,69,72,68,3 ★,3★,High,Medium,79,60,70,76,71,76
N. Chadli,200529,29,78,"6'2""",187lbs,Right,LW,$11.3M,$29K,75,75,71,77,73,80,77,78,69,84,73,78,70,76,57,81,69,76,83,74,67,52,78,77,76,82,55,57,47,4 ★,4★,Medium,Medium,76,76,75,79,56,77
P. Piatti,183899,30,78,"5'4""",139lbs,Left,LM,$11.3M,$12K,78,76,71,76,72,81,80,58,70,75,87,79,78,75,91,63,76,62,48,72,55,51,77,75,64,70,52,35,38,2 ★,3★,High,Medium,83,72,75,79,47,54
Luís Maximiano,244316,20,76,"6'3""",181lbs,Right,GK,$11.3M,$7K,10,5,8,44,8,16,9,9,38,21,52,55,58,74,33,49,63,23,68,4,12,9,6,55,13,56,21,15,13,2 ★,1★,Medium,Medium,77,75,65,78,54,75
M. Elyounoussi,203362,24,76,"5'10""",154lbs,Right,CAM,$11.3M,$47K,76,70,64,78,74,76,73,64,75,76,79,73,82,72,79,76,79,75,61,70,59,36,71,73,64,66,48,40,44,4 ★,4★,Medium,Medium,76,71,75,77,44,65
D. Kulusevski,247394,19,74,"6'1""",165lbs,Left,LM,$11.3M,$25K,67,66,54,74,44,80,70,47,73,78,82,81,65,74,64,68,58,80,75,72,67,55,69,72,57,68,50,58,58,3 ★,3★,High,Medium,81,66,71,77,55,74
Pablo,201315,28,78,"6'2""",196lbs,Right,CB,$11.3M,$37K,30,49,79,63,52,56,44,50,54,59,50,64,69,76,55,68,74,68,82,43,81,79,40,49,57,75,79,80,75,2 ★,2★,Medium,Medium,58,52,51,59,79,78
Jesús Navas,146536,33,82,"5'7""",132lbs,Right,RB,$11.3M,$27K,83,66,74,80,75,83,82,46,75,82,90,86,83,83,85,75,64,80,39,70,75,82,81,80,56,81,80,77,79,2 ★,4★,High,Medium,88,69,78,83,79,58
O. Ighalo,185195,30,78,"6'0""",161lbs,Right,ST,$11.3M,$124K,66,80,71,69,76,77,64,55,55,77,79,78,72,75,76,79,75,77,82,72,74,32,77,67,75,73,37,45,41,3 ★,4★,Medium,Low,78,78,65,76,42,79
H. Ben Arfa,161648,32,79,"5'10""",163lbs,Left,CAM,$11.3M,$28K,74,70,46,78,72,90,80,73,74,81,78,70,79,71,79,81,74,63,64,75,61,36,73,80,84,84,31,27,21,4 ★,5★,Medium,Low,74,74,77,85,31,64
C. Kabasele,190324,28,78,"6'2""",185lbs,Right,CB,$11.3M,$69K,47,49,78,66,52,59,34,27,57,66,64,74,57,73,57,57,83,68,80,44,78,76,50,36,53,64,78,77,80,3 ★,2★,Medium,High,70,50,51,62,78,77
D. Sow,229752,22,75,"6'0""",170lbs,Right,CM,$11.3M,$30K,71,65,62,76,69,73,67,64,74,75,76,77,74,74,75,70,71,79,75,69,68,72,70,71,58,72,73,72,67,4 ★,3★,Medium,High,77,67,73,74,71,74
G. Rodríguez,225659,24,77,"6'1""",176lbs,Right,CDM,$11.3M,$21K,59,43,70,78,47,59,49,42,74,73,47,52,54,75,52,76,43,77,81,69,83,78,50,63,53,68,79,76,76,4 ★,2★,Medium,High,50,56,67,63,77,79
R. Christie,213884,24,76,"5'10""",157lbs,Left,CAM,$11.3M,$47K,68,72,54,75,52,77,74,69,67,76,79,81,84,72,82,77,69,88,73,74,79,64,73,74,71,77,63,63,65,4 ★,3★,High,High,80,72,72,77,63,78
L. Andersen,203903,24,76,"6'1""",161lbs,Right,CAM,$11.3M,$17K,68,70,50,75,65,78,75,70,68,79,79,83,85,75,74,71,57,73,64,74,24,48,72,75,65,75,38,26,21,3 ★,4★,High,Medium,81,71,72,79,36,58
A. Haidara,238463,21,75,"5'9""",159lbs,Right,CAM,$11.3M,$34K,68,68,50,76,61,75,75,62,72,75,74,68,77,77,74,75,76,79,64,74,64,71,74,74,62,78,61,68,66,2 ★,3★,Medium,Medium,71,70,73,75,65,68
J. dos Santos,170370,29,78,"5'8""",161lbs,Right,CM,$11.3M,$12K,76,61,55,85,69,77,77,70,78,79,74,70,74,77,79,72,66,78,65,73,72,71,71,75,59,77,70,73,72,4 ★,3★,High,High,72,66,79,77,70,70
Éder,178311,32,79,"5'10""",159lbs,Right,ST,$11.3M,$32K,72,78,66,78,76,78,80,78,62,81,84,84,81,78,83,79,50,80,63,76,60,24,82,78,78,78,31,20,26,4 ★,4★,Medium,Low,84,78,75,79,29,66
E. Balanta,213899,26,77,"5'11""",185lbs,Left,CB,$11.3M,$25K,50,36,75,74,35,72,35,42,73,74,69,66,61,74,48,55,71,90,87,34,86,75,62,65,43,75,78,75,72,2 ★,2★,Medium,High,67,41,64,70,76,87
O. Al Soma,223627,30,78,"6'3""",190lbs,Right,ST,$11.3M,$51K,68,80,77,70,67,73,69,78,65,75,70,70,69,75,66,85,63,79,89,76,67,43,76,71,76,71,31,33,34,4 ★,3★,High,Low,70,79,69,73,39,81
Wendell,216466,25,77,"5'10""",159lbs,Left,LWB,$11.3M,$53K,78,37,53,77,29,80,66,75,65,78,87,74,78,75,76,60,68,77,64,59,85,75,69,69,67,72,72,75,80,2 ★,4★,High,Medium,80,49,73,79,72,72
F. Caicedo,175254,30,78,"6'0""",181lbs,Left,CF,$11.3M,$59K,59,76,75,79,75,77,66,68,66,79,73,74,60,78,67,84,75,61,92,68,80,43,82,75,73,70,32,44,47,3 ★,3★,High,Medium,74,76,71,75,44,81
Aleñá,233113,21,75,"5'11""",161lbs,Left,CAM,$11.3M,$18K,67,67,34,77,41,74,68,59,72,77,76,75,77,77,73,68,51,66,64,73,55,70,72,79,73,79,64,62,50,2 ★,4★,High,Medium,75,68,73,75,60,62
Emerson,247204,20,75,"5'11""",174lbs,Right,RB,$11.3M,$16K,72,57,64,73,44,73,73,47,65,71,83,84,74,74,68,77,78,80,74,62,79,70,71,61,48,65,67,76,77,3 ★,3★,High,Medium,84,62,68,72,71,77
I. Sangaré,235173,21,75,"6'3""",170lbs,Right,CB,$11.3M,$20K,74,61,74,74,62,71,64,62,71,73,69,68,65,73,69,75,75,79,83,64,74,73,72,73,59,78,72,78,76,4 ★,3★,Medium,High,68,65,72,71,75,80
J. Foyth,237221,21,75,"6'2""",152lbs,Right,CB,$11.3M,$49K,69,43,74,74,43,71,61,47,66,75,69,71,71,74,69,56,72,69,72,39,67,74,50,59,47,57,73,77,73,3 ★,3★,Medium,High,70,45,67,72,75,70
A. Candreva,173221,32,79,"5'11""",154lbs,Right,RM,$11.3M,$73K,79,73,55,79,75,80,74,71,74,82,72,75,73,75,76,87,35,83,63,81,66,67,79,75,83,73,61,63,53,4 ★,4★,Medium,Medium,74,78,77,79,61,67
L. Suárez,245158,21,74,"6'1""",163lbs,Right,ST,$11.3M,$9K,70,78,62,60,63,68,70,60,58,67,86,85,79,75,76,76,62,78,81,66,80,44,75,60,72,61,26,48,28,4 ★,3★,High,Medium,85,74,62,70,40,79
M. Wolf,224425,24,76,"6'2""",179lbs,Right,RM,$11.3M,$26K,75,72,69,75,62,77,69,71,61,77,77,83,68,75,66,75,61,86,74,67,72,69,73,72,52,76,67,67,67,4 ★,3★,High,Medium,80,70,72,75,68,76
C. Stuani,186537,32,79,"6'1""",168lbs,Right,ST,$11.3M,$18K,68,79,85,74,72,75,66,57,65,76,67,67,65,81,62,76,90,85,80,73,80,36,81,69,90,79,45,49,42,3 ★,4★,Medium,Low,67,78,69,74,48,82
S. Kagawa,189358,30,78,"5'9""",150lbs,Right,CAM,$11.3M,$15K,65,72,48,82,72,82,74,63,73,81,66,59,81,77,79,54,60,63,35,55,29,57,81,80,70,80,52,53,47,4 ★,4★,Medium,Low,62,65,76,81,52,42
R. Rodríguez,193352,26,78,"5'11""",170lbs,Left,LB,$10.7M,$21K,82,58,64,76,66,74,80,82,76,76,68,76,72,74,70,78,73,75,73,72,76,80,64,68,80,80,78,78,77,3 ★,3★,Medium,Medium,72,67,76,74,77,74
Adilson Edrada,230475,27,77,"5'9""",159lbs,Right,CAM,$10.7M,$42K,63,73,56,76,68,87,61,66,58,75,79,82,81,66,78,61,69,55,59,73,43,38,76,77,76,67,16,32,44,3 ★,3★,Medium,Low,81,71,70,81,32,55
Aurélio Buta,234573,22,76,"5'8""",159lbs,Right,RWB,$10.7M,$12K,76,56,42,69,49,75,63,41,63,75,94,93,86,74,85,72,90,89,59,56,66,71,71,63,61,68,70,73,72,4 ★,4★,High,High,93,60,67,77,69,69
K. Phillips,224081,23,76,"5'10""",159lbs,Right,CDM,$10.7M,$51K,65,64,64,73,55,65,52,67,78,72,65,66,68,72,72,75,81,85,82,67,84,73,66,68,58,77,73,77,72,3 ★,3★,Medium,High,66,66,70,68,73,83
D. Sidibé,201042,26,78,"6'0""",157lbs,Right,RB,$10.7M,$78K,80,60,69,76,42,75,78,73,74,77,75,79,70,75,69,69,79,89,75,68,76,75,73,68,43,73,72,77,75,4 ★,3★,High,Medium,77,62,75,75,74,79
Carlos Fernández,221014,23,75,"6'1""",159lbs,Left,ST,$10.7M,$21K,40,78,75,67,70,77,40,34,55,78,63,68,73,73,54,75,74,66,72,73,64,22,73,67,70,66,21,21,22,3 ★,3★,Medium,Medium,66,75,57,76,27,69
N. Kalinić,185431,31,78,"6'2""",174lbs,Right,ST,$10.7M,$52K,60,82,78,74,74,73,64,50,48,76,63,71,68,78,56,77,67,68,76,60,68,42,87,66,70,78,46,32,28,4 ★,3★,High,Low,67,76,64,73,42,72
Xeka,236639,24,76,"6'1""",183lbs,Right,CM,$10.7M,$31K,45,49,65,81,48,76,75,68,80,79,61,59,60,74,56,75,76,78,74,65,79,71,62,77,56,75,73,70,66,4 ★,4★,Medium,Medium,60,58,72,74,70,76
Paulinho,239970,18,74,"5'10""",170lbs,Right,RM,$10.7M,$18K,66,65,47,73,58,79,73,55,67,79,80,79,78,67,85,66,70,69,72,65,45,41,66,69,58,71,29,37,32,3 ★,4★,Medium,Medium,79,65,69,79,36,66
I. Slimani,217699,31,78,"6'2""",183lbs,Right,ST,$10.7M,$49K,64,77,83,76,76,69,76,47,70,72,52,57,55,80,55,81,82,68,83,69,86,50,82,79,77,78,42,48,24,3 ★,2★,High,High,55,76,72,68,48,80
S. Longstaff,237161,21,74,"5'11""",143lbs,Right,CM,$10.7M,$27K,57,61,47,78,56,70,68,72,72,73,62,63,52,73,71,73,59,79,68,74,48,65,66,74,54,79,63,66,58,4 ★,2★,High,Medium,63,66,71,69,62,66
N. Mazraoui,236401,21,76,"6'0""",137lbs,Right,RM,$10.7M,$14K,69,61,65,81,56,82,67,33,73,79,78,83,86,77,55,63,69,81,62,54,68,77,71,71,37,74,70,72,72,3 ★,3★,High,Low,81,59,72,80,72,68
E. Ndicka,236403,19,75,"6'4""",176lbs,Left,CB,$10.7M,$16K,67,35,78,73,28,70,63,30,70,75,69,78,55,74,54,64,72,69,78,49,73,74,64,65,33,69,77,75,74,3 ★,2★,Medium,Medium,74,45,67,69,76,74
A. Townsend,194932,27,77,"5'10""",161lbs,Left,RM,$10.7M,$59K,77,70,48,75,72,80,80,78,66,80,78,78,78,75,77,83,44,81,61,79,76,37,73,75,76,70,41,35,34,4 ★,4★,High,High,78,75,74,79,38,68
S. Kolašinac,207993,26,77,"6'0""",190lbs,Left,CB,$10.7M,$72K,74,57,74,78,55,75,61,42,62,76,71,79,64,74,55,82,76,79,90,58,93,70,73,74,54,72,71,79,77,2 ★,3★,High,Medium,75,63,71,73,74,87
J. Ayew,197756,27,77,"6'0""",179lbs,Right,ST,$10.7M,$63K,70,77,75,73,71,79,75,69,60,76,76,78,78,76,75,76,71,78,74,72,69,40,75,72,74,70,36,52,35,3 ★,4★,Medium,Medium,77,75,70,78,45,74
Formosandrinho,230524,27,77,"5'10""",159lbs,Right,ST,$10.7M,$30K,57,76,77,65,72,72,61,55,58,73,81,81,79,73,77,85,56,61,72,77,52,23,75,56,56,78,20,14,15,3 ★,3★,Medium,Medium,81,77,60,73,24,64
M. Uth,200318,27,77,"6'1""",159lbs,Left,CAM,$10.7M,$32K,69,76,69,75,74,77,70,65,67,77,77,68,74,78,67,83,71,75,67,78,61,39,78,73,74,76,34,39,36,2 ★,3★,Medium,Medium,72,78,71,76,40,68
P. Rosario,235134,22,76,"6'2""",174lbs,Right,CDM,$10.7M,$15K,49,59,63,77,55,69,39,54,75,77,68,74,67,74,72,76,74,78,83,65,68,75,62,73,58,70,75,75,70,3 ★,3★,Medium,Medium,71,64,67,72,73,78
V. Grifo,212096,26,77,"5'11""",168lbs,Right,LM,$10.7M,$29K,83,71,47,75,73,81,85,80,66,82,74,67,79,74,81,81,52,71,62,76,52,45,75,73,70,70,50,31,30,2 ★,4★,Medium,Medium,70,74,76,81,41,62
N. Sansone,201858,27,77,"5'8""",139lbs,Right,CAM,$10.7M,$37K,70,77,63,75,73,79,76,69,65,78,79,78,84,74,84,78,65,64,56,75,62,38,76,76,74,75,46,44,33,3 ★,3★,Medium,Medium,78,76,72,79,44,60
H. Wolf,236935,20,74,"5'10""",150lbs,Left,CAM,$10.7M,$32K,62,68,56,72,60,80,73,64,63,77,84,79,78,72,74,68,73,68,57,65,54,38,72,69,66,74,23,36,35,3 ★,4★,Medium,Medium,81,67,68,78,34,60
J. Egan,204936,26,77,"6'2""",165lbs,Right,CB,$10.7M,$37K,32,43,74,69,50,55,36,29,69,64,64,65,60,75,66,62,77,69,81,41,76,77,38,38,42,62,76,78,76,3 ★,2★,Medium,Medium,65,46,52,60,77,77
Vallejo,225161,22,76,"6'0""",174lbs,Right,CB,$10.7M,$19K,41,44,73,70,36,56,29,31,72,67,69,74,69,77,69,49,78,55,73,31,79,80,32,33,45,75,76,75,76,3 ★,2★,Low,High,72,41,53,62,76,70
M. Rits,191627,25,76,"5'10""",159lbs,Right,CM,$10.7M,$24K,67,70,65,77,61,69,67,69,73,74,68,68,69,74,74,62,68,92,69,67,78,75,73,73,57,72,75,74,64,5 ★,3★,Medium,High,68,67,73,71,73,77
F. Tait,213388,26,77,"5'9""",154lbs,Right,LM,$10.7M,$46K,74,70,42,75,63,81,74,68,70,77,77,74,76,74,79,73,53,77,55,73,60,28,74,75,53,76,30,37,34,3 ★,3★,High,Medium,75,70,74,79,33,61
Y. Gómez Andrade,224396,27,77,"6'2""",203lbs,Right,CB,$10.7M,$10K,40,28,80,58,27,57,36,26,48,63,61,65,53,67,39,52,59,75,93,27,91,81,37,41,26,59,72,75,71,3 ★,2★,Low,High,63,33,47,58,75,86
G. Til,235663,21,75,"6'1""",172lbs,Right,CAM,$10.7M,$39K,57,72,66,76,61,70,58,63,73,75,68,74,69,77,73,70,52,90,66,70,67,66,75,75,66,75,56,62,60,3 ★,3★,High,High,71,71,70,72,61,72
I. Pussetto,219536,23,75,"5'11""",163lbs,Right,ST,$10.7M,$58K,65,76,67,68,64,80,43,42,67,77,80,78,76,68,66,74,71,74,72,67,33,12,79,55,69,69,25,18,25,4 ★,3★,High,Medium,79,73,62,77,25,65
C. McGregor,211093,26,77,"5'9""",163lbs,Left,CAM,$10.7M,$53K,67,70,44,81,49,76,74,68,70,81,82,80,86,72,85,70,54,92,69,72,79,75,70,73,56,82,74,72,71,4 ★,4★,High,High,81,69,74,79,70,76
A. Taarabt,179605,30,78,"6'1""",165lbs,Right,CM,$10.7M,$18K,74,65,36,80,73,86,81,71,76,85,69,67,74,80,76,76,38,78,68,68,74,62,74,79,70,87,67,62,57,4 ★,4★,Medium,Medium,68,69,78,84,60,70
D. Laxalt,213400,26,77,"5'10""",157lbs,Left,LM,$10.7M,$42K,78,60,43,78,49,77,61,60,72,77,86,90,85,72,77,74,64,93,57,66,72,66,68,68,49,76,64,70,68,3 ★,4★,High,High,88,63,73,78,65,69
M. Benassi,211354,24,76,"6'0""",176lbs,Right,CM,$10.7M,$45K,68,66,68,79,70,78,68,64,76,78,65,64,73,72,68,80,67,78,73,76,74,70,74,72,52,72,68,74,70,3 ★,3★,High,Medium,64,71,74,77,70,74
J. Barrera,225182,23,75,"5'7""",161lbs,Left,CAM,$10.7M,$6K,72,68,49,73,40,78,60,69,71,73,78,83,91,70,84,57,72,70,56,70,40,24,69,77,70,77,44,46,50,4 ★,4★,High,Low,81,65,72,78,42,57
A. Soumaoro,200353,27,77,"6'2""",201lbs,Right,CB,$10.7M,$19K,57,31,78,73,35,47,31,36,56,61,55,64,53,66,65,48,84,62,90,42,81,74,34,32,40,75,75,77,76,3 ★,2★,Medium,Medium,60,37,55,54,76,81
L. Tousart,227234,22,76,"6'1""",183lbs,Right,CB,$10.7M,$49K,56,42,76,77,43,58,36,45,68,65,64,60,59,69,66,79,81,85,82,58,81,82,57,58,48,66,77,80,74,3 ★,2★,Medium,High,62,54,64,61,79,83
C. Chambers,205989,24,76,"6'0""",192lbs,Right,CDM,$10.7M,$59K,69,54,73,76,47,66,60,49,70,76,66,71,60,74,66,60,71,76,77,58,77,75,54,63,54,64,73,78,74,3 ★,2★,Medium,High,69,56,69,69,75,76
J. Augustin,225713,22,75,"5'10""",152lbs,Right,ST,$10.7M,$59K,66,77,57,68,69,79,52,38,48,81,83,80,77,70,77,75,67,66,67,65,47,22,78,64,67,62,36,24,17,3 ★,4★,Medium,Medium,81,73,62,79,30,63
M. Diakhaby,230578,22,76,"6'4""",172lbs,Right,CB,$10.7M,$28K,28,36,83,72,31,56,34,26,57,64,55,58,49,70,38,45,78,69,78,29,76,76,47,57,49,69,70,77,72,3 ★,2★,Medium,Medium,57,37,54,58,75,75
J. Mæhle,234678,22,76,"6'0""",174lbs,Right,RWB,$10.7M,$15K,72,50,59,73,62,71,63,25,68,74,89,92,67,72,71,65,83,95,75,62,73,69,72,65,33,70,67,74,71,3 ★,3★,High,High,91,56,68,72,69,80
D. da Costa,202429,25,77,"6'2""",187lbs,Right,RWB,$10.7M,$33K,76,51,71,69,54,74,66,49,69,74,77,78,65,75,63,68,81,91,80,55,74,74,71,68,40,73,74,76,78,3 ★,3★,High,High,78,56,69,73,75,82
V. Fischer,203965,25,76,"5'11""",176lbs,Right,CAM,$10.7M,$23K,70,70,48,72,72,78,71,66,67,79,81,83,81,69,77,76,58,77,67,69,67,32,75,77,64,74,36,35,26,4 ★,4★,High,Medium,82,71,72,78,35,69
L. Miranda,214988,25,76,"5'8""",154lbs,Right,CM,$10.7M,$23K,71,63,56,79,62,74,75,70,74,78,76,76,80,69,85,75,52,89,62,70,70,75,64,72,60,75,73,70,66,3 ★,3★,Medium,High,76,67,75,76,70,70
Álex Moreno,217036,26,77,"5'10""",150lbs,Left,LWB,$10.7M,$25K,77,59,60,75,65,80,69,57,64,77,89,90,86,76,80,61,62,92,50,56,63,70,73,73,70,60,72,74,71,3 ★,3★,High,Medium,90,60,72,80,71,64
F. Uduokhai,232144,21,76,"6'4""",172lbs,Left,CB,$10.7M,$18K,35,33,77,71,18,49,34,31,59,69,64,69,64,76,63,62,68,63,76,35,66,77,35,49,38,72,74,80,72,3 ★,2★,Medium,Medium,67,39,54,59,77,70
A. Diawara,230613,21,76,"6'0""",165lbs,Right,CDM,$10.7M,$27K,62,48,59,76,46,74,60,37,72,78,65,64,77,73,69,66,56,77,69,56,80,74,54,78,52,75,73,74,72,3 ★,3★,Medium,High,64,54,70,75,72,73
Everticinho,230360,19,78,"5'9""",165lbs,Right,RB,$10.7M,$17K,76,69,60,76,71,76,76,68,59,75,84,76,79,80,70,72,61,88,68,74,73,72,76,64,64,80,78,75,77,3 ★,4★,Medium,Medium,80,71,71,76,74,74
Ontiveros,231640,21,75,"5'8""",165lbs,Right,CAM,$10.7M,$23K,76,73,32,74,58,78,77,79,71,77,78,79,79,65,87,82,37,75,45,80,43,36,69,68,68,72,41,32,27,3 ★,4★,High,Medium,79,75,73,78,35,52
J. Gouweleeuw,202201,27,78,"6'2""",172lbs,Right,CB,$10.7M,$28K,60,46,72,68,49,60,45,36,80,66,68,75,66,78,64,72,68,68,78,77,78,82,61,71,42,74,80,82,76,3 ★,2★,High,Medium,72,58,66,64,80,75
José Sá,212442,26,78,"6'4""",187lbs,Right,GK,$10.7M,$565,18,15,14,30,17,17,12,21,20,20,42,48,62,76,40,48,70,34,72,18,20,18,17,43,11,32,14,19,15,2 ★,1★,Medium,Medium,79,76,64,80,45,76
N. Pallois,199393,31,79,"6'2""",196lbs,Left,CB,$10.7M,$33K,59,44,75,69,57,55,36,41,68,62,45,53,54,69,34,78,77,66,92,57,90,78,22,51,45,73,79,81,77,2 ★,2★,Medium,High,49,53,60,57,79,84
E. Barco,236007,20,74,"5'5""",143lbs,Right,CAM,$10.7M,$7K,65,66,33,74,43,82,60,61,54,73,90,76,82,69,85,71,39,67,40,61,46,33,68,73,75,75,20,26,39,4 ★,3★,High,Low,82,65,68,79,28,48
O. Alderete,240359,22,75,"6'2""",170lbs,Left,CB,$10.7M,$22K,62,58,76,70,47,62,52,41,72,70,60,65,55,70,50,63,78,78,84,59,64,76,68,47,45,59,71,76,74,3 ★,2★,Medium,High,63,59,62,64,74,78
Matheus,208104,26,78,"6'3""",185lbs,Right,GK,$10.7M,$14K,15,12,14,27,13,12,21,12,36,22,44,47,45,75,48,53,63,32,71,15,19,26,12,52,13,46,16,20,15,3 ★,1★,Medium,Medium,81,74,70,80,46,76
M. Çelik,224490,22,76,"5'11""",172lbs,Right,RB,$10.7M,$31K,74,37,65,74,42,69,72,37,67,75,78,79,67,73,67,49,64,82,72,36,74,75,72,69,46,69,72,74,72,3 ★,3★,High,Medium,79,42,70,71,73,75
P. Retsos,234986,20,75,"6'1""",179lbs,Right,CB,$10.7M,$24K,57,26,70,77,26,46,31,29,62,66,65,71,67,72,54,60,74,67,74,33,69,75,37,42,33,73,72,79,73,3 ★,2★,Medium,High,68,35,59,56,75,71
J. Hernández,237034,20,75,"5'9""",161lbs,Right,ST,$10.7M,$22K,58,78,69,67,64,73,57,68,59,68,88,84,71,74,79,73,71,74,72,74,65,23,75,61,70,67,44,33,37,4 ★,3★,High,Medium,86,75,62,72,38,71
Vieirundinho,230379,31,79,"6'2""",185lbs,Right,CB,$10.7M,$45K,42,29,77,69,28,48,36,30,69,67,63,59,56,69,42,65,54,80,88,41,82,76,26,32,47,68,83,80,78,2 ★,2★,Medium,Medium,61,39,53,55,80,83
Clinton Mata,208364,26,77,"5'11""",161lbs,Right,CB,$10.7M,$25K,68,53,68,73,46,76,72,71,69,75,81,84,87,75,78,78,88,90,73,67,78,77,67,63,49,78,76,78,78,3 ★,4★,High,High,83,61,69,77,76,79
B. Mechele,212204,26,77,"6'3""",174lbs,Right,CB,$10.7M,$25K,47,33,76,57,27,53,30,33,54,63,59,67,58,67,58,56,65,76,78,24,75,82,30,34,35,73,82,81,79,4 ★,2★,Medium,High,63,35,47,57,81,76
Rubén Sobrino,208622,27,77,"6'1""",161lbs,Right,ST,$10.7M,$41K,58,78,71,70,74,75,71,57,50,79,78,83,73,73,64,78,64,65,69,76,65,30,75,60,66,69,51,31,21,4 ★,3★,High,Medium,81,77,62,75,40,67
N. Stanciu,212207,26,76,"5'7""",139lbs,Right,CAM,$10.7M,$565,77,68,66,74,66,77,78,80,80,78,73,70,77,73,78,75,63,82,61,76,60,50,70,80,66,71,51,47,45,4 ★,3★,High,High,71,71,77,77,51,66
A. Lunin,243952,20,75,"6'4""",192lbs,Right,GK,$10.7M,$6K,15,8,12,25,12,11,14,15,26,15,39,35,36,75,22,56,56,32,61,7,22,19,11,60,19,56,22,13,11,3 ★,1★,Medium,Medium,73,70,75,78,37,76
S. Radu,165109,32,80,"6'0""",174lbs,Left,CB,$10.7M,$58K,67,55,70,71,51,66,45,48,67,69,67,62,68,78,67,79,63,63,71,74,75,85,55,60,57,76,84,86,84,3 ★,3★,Medium,High,64,64,65,68,83,69
P. Ševčík,247030,25,76,"5'8""",146lbs,Right,CAM,$10.7M,$565,70,69,65,78,68,77,69,64,75,76,80,80,86,77,86,77,73,90,69,79,71,61,68,75,68,73,58,63,67,5 ★,3★,High,High,80,72,74,78,62,75
A. Barák,236791,24,76,"6'3""",190lbs,Left,CAM,$10.7M,$18K,70,68,60,80,64,78,62,66,76,80,63,64,63,72,63,81,57,74,77,78,58,62,74,76,66,76,34,64,60,3 ★,4★,High,Medium,64,73,75,76,54,71
Adrien Silva,184826,30,78,"5'9""",152lbs,Right,CM,$10.7M,$45K,77,67,61,81,74,77,79,74,80,80,61,55,66,76,68,83,53,69,62,77,79,78,73,77,84,80,60,76,72,4 ★,3★,Medium,High,58,74,79,76,70,67
L. Karius,203775,26,78,"6'2""",192lbs,Right,GK,$10.7M,$53K,14,18,14,38,14,16,12,14,41,23,55,54,51,74,43,59,74,36,64,16,21,13,8,50,19,60,9,11,13,3 ★,1★,Medium,Medium,82,72,78,81,54,76
J. Svensson,198657,26,77,"5'7""",154lbs,Right,RWB,$10.2M,$12K,75,55,63,77,61,73,73,54,67,75,76,77,73,77,86,74,73,90,77,58,81,75,69,74,48,74,74,75,73,3 ★,3★,High,High,77,60,73,74,73,81
Juanmi,197891,26,76,"5'8""",152lbs,Right,ST,$10.2M,$28K,68,80,74,75,73,78,60,57,53,79,76,73,78,78,76,71,72,67,45,74,57,23,82,69,63,69,25,28,25,3 ★,3★,Medium,Medium,74,76,67,78,30,54
N. Radoja,225028,26,76,"6'1""",170lbs,Right,CDM,$10.2M,$27K,57,58,51,81,51,73,46,45,78,79,54,53,54,70,52,63,65,76,79,69,70,78,62,77,54,84,78,74,70,4 ★,3★,Medium,Medium,53,61,71,72,73,76
J. Kenny,224263,22,75,"5'9""",148lbs,Right,RB,$10.2M,$24K,72,30,64,73,51,70,61,49,67,73,76,68,68,75,71,75,73,78,63,62,78,77,64,55,53,65,72,77,77,3 ★,3★,High,Medium,72,49,67,71,74,70
K. Strootman,189712,29,78,"6'1""",176lbs,Left,CDM,$10.2M,$40K,71,67,68,80,60,71,73,69,79,76,59,55,56,78,67,80,52,77,81,70,82,78,75,75,72,75,73,78,70,3 ★,3★,Medium,High,57,71,76,71,75,79
I. Marcone,215057,29,78,"6'0""",198lbs,Right,CDM,$10.2M,$28K,58,48,66,80,49,74,59,60,76,80,55,52,60,74,64,73,55,85,82,64,80,76,58,73,59,81,74,76,72,3 ★,3★,Medium,High,53,57,72,74,74,81
J. Wilshere,189461,27,77,"5'8""",150lbs,Left,CM,$10.2M,$80K,73,61,58,83,64,80,77,71,80,82,68,60,76,75,83,74,66,54,56,70,81,62,76,81,65,80,62,64,65,2 ★,3★,Medium,Medium,64,67,79,80,63,61
